ID;species;type;target
ABQ56057.1;Legionella pneumophila;Type_III;Vertebrate
ABQ56059.1;Legionella pneumophila;Type_III;Vertebrate
ABS76498.1;Coxiella burnetii;Type_III;Vertebrate
ABS76507.1;Coxiella burnetii;Type_III;Vertebrate
ABS76998.1;Coxiella burnetii;Type_III;Vertebrate
ABS77015.1;Coxiella burnetii;Type_III;Vertebrate
ABS77048.1;Coxiella burnetii;Type_III;Vertebrate
ABS77055.1;Coxiella burnetii;Type_III;Vertebrate
ABS77064.1;Coxiella burnetii;Type_III;Vertebrate
ABS77082.1;Coxiella burnetii;Type_III;Vertebrate
ABS77168.1;Coxiella burnetii;Type_III;Vertebrate
ABS77302.1;Coxiella burnetii;Type_III;Vertebrate
ABS77361.1;Coxiella burnetii;Type_III;Vertebrate
ABS77468.1;Coxiella burnetii;Type_III;Vertebrate
ABS77646.1;Coxiella burnetii;Type_III;Vertebrate
ABS77665.1;Coxiella burnetii;Type_III;Vertebrate
ABS77689.1;Coxiella burnetii;Type_III;Vertebrate
ABS77711.1;Coxiella burnetii;Type_III;Vertebrate
ABS77922.1;Coxiella burnetii;Type_III;Vertebrate
ABS77982.1;Coxiella burnetii;Type_III;Vertebrate
ABS78030.1;Coxiella burnetii;Type_III;Vertebrate
ABS78049.1;Coxiella burnetii;Type_III;Vertebrate
ABS78079.1;Coxiella burnetii;Type_III;Vertebrate
ABS78319.1;Coxiella burnetii;Type_III;Vertebrate
ABS78320.1;Coxiella burnetii;Type_III;Vertebrate
ABS78322.1;Coxiella burnetii;Type_III;Vertebrate
ABS78353.1;Coxiella burnetii;Type_III;Vertebrate
ABS78369.1;Coxiella burnetii;Type_III;Vertebrate
ABS78441.1;Coxiella burnetii;Type_III;Vertebrate
ABS78479.1;Coxiella burnetii;Type_III;Vertebrate
ABS78482.1;Coxiella burnetii;Type_III;Vertebrate
ABS78513.1;Coxiella burnetii;Type_III;Vertebrate
ABS78537.1;Coxiella burnetii;Type_III;Vertebrate
ABS78560.1;Coxiella burnetii;Type_III;Vertebrate
ABS78588.1;Coxiella burnetii;Type_III;Vertebrate
ABS78590.1;Coxiella burnetii;Type_III;Vertebrate
ABV76526.1;Rickettsia rickettsii;Type_III;Vertebrate
ABY72903.1;Rickettsia rickettsii;Type_III;Vertebrate
AAL52397.1;Brucella melitensis;Type_III;Vertebrate
ABS78581.2;Coxiella burnetii;Type_III;Vertebrate
ABS76760.2;Coxiella burnetii;Type_III;Vertebrate
ABS76830.2;Coxiella burnetii;Type_III;Vertebrate
ABS76964.2;Coxiella burnetii;Type_III;Vertebrate
ABS77747.2;Coxiella burnetii;Type_III;Vertebrate
ABS78074.2;Coxiella burnetii;Type_III;Vertebrate
ABS77804.2;Coxiella burnetii;Type_III;Vertebrate
ABS77885.2;Coxiella burnetii;Type_III;Vertebrate
ABS76689.2;Coxiella burnetii;Type_III;Vertebrate
ABS77435.2;Coxiella burnetii;Type_III;Vertebrate
ABS78002.2;Coxiella burnetii;Type_III;Vertebrate
ACJ17586.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17618.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17619.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17771.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17778.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17834.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17838.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17863.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17864.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17873.1;Coxiella burnetii;Type_III;Vertebrate
ACJ17987.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18203.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18241.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18298.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18454.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18555.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18649.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18673.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18792.1;Coxiella burnetii;Type_III;Vertebrate
ACJ18838.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19065.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19072.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19085.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19147.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19258.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19264.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19267.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19285.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19310.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19406.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19516.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19563.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19636.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19669.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19682.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19689.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19818.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19869.1;Coxiella burnetii;Type_III;Vertebrate
ACJ19906.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20005.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20041.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20165.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20188.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20265.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20432.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20518.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20746.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20770.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20814.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20815.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20920.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20932.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20947.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20955.1;Coxiella burnetii;Type_III;Vertebrate
ACJ20979.1;Coxiella burnetii;Type_III;Vertebrate
ACJ21089.1;Coxiella burnetii;Type_III;Vertebrate
ACJ21157.1;Coxiella burnetii;Type_III;Vertebrate
ACJ21163.1;Coxiella burnetii;Type_III;Vertebrate
ACJ21166.1;Coxiella burnetii;Type_III;Vertebrate
ACJ21198.1;Coxiella burnetii;Type_III;Vertebrate
ACJ21212.1;Coxiella burnetii;Type_III;Vertebrate
NP_819229.2;Coxiella burnetii;Type_III;Vertebrate
NP_819902.2;Coxiella burnetii;Type_III;Vertebrate
NP_820338.2;Coxiella burnetii;Type_III;Vertebrate
NP_820476.2;Coxiella burnetii;Type_III;Vertebrate
YP_002333017.1;Coxiella burnetii;Type_III;Vertebrate
NP_820773.2;Coxiella burnetii;Type_III;Vertebrate
NP_820990.2;Coxiella burnetii;Type_III;Vertebrate
AAN29664.1;Brucella suis;Type_III;Vertebrate
NP_819024.1;Coxiella burnetii;Type_III;Vertebrate
NP_819030.1;Coxiella burnetii;Type_III;Vertebrate
NP_819031.1;Coxiella burnetii;Type_III;Vertebrate
NP_819033.1;Coxiella burnetii;Type_III;Vertebrate
NP_819037.1;Coxiella burnetii;Type_III;Vertebrate
NP_819040.1;Coxiella burnetii;Type_III;Vertebrate
NP_819042.1;Coxiella burnetii;Type_III;Vertebrate
NP_819050.1;Coxiella burnetii;Type_III;Vertebrate
NP_819077.1;Coxiella burnetii;Type_III;Vertebrate
NP_819115.1;Coxiella burnetii;Type_III;Vertebrate
NP_819163.1;Coxiella burnetii;Type_III;Vertebrate
NP_819172.1;Coxiella burnetii;Type_III;Vertebrate
NP_819247.1;Coxiella burnetii;Type_III;Vertebrate
NP_819412.1;Coxiella burnetii;Type_III;Vertebrate
NP_819427.1;Coxiella burnetii;Type_III;Vertebrate
NP_819504.1;Coxiella burnetii;Type_III;Vertebrate
NP_819545.1;Coxiella burnetii;Type_III;Vertebrate
NP_819566.1;Coxiella burnetii;Type_III;Vertebrate
NP_819620.1;Coxiella burnetii;Type_III;Vertebrate
NP_819656.1;Coxiella burnetii;Type_III;Vertebrate
NP_819667.1;Coxiella burnetii;Type_III;Vertebrate
NP_819695.1;Coxiella burnetii;Type_III;Vertebrate
NP_819795.1;Coxiella burnetii;Type_III;Vertebrate
NP_819986.1;Coxiella burnetii;Type_III;Vertebrate
NP_820063.1;Coxiella burnetii;Type_III;Vertebrate
NP_820078.1;Coxiella burnetii;Type_III;Vertebrate
NP_820193.1;Coxiella burnetii;Type_III;Vertebrate
NP_820254.1;Coxiella burnetii;Type_III;Vertebrate
NP_820359.1;Coxiella burnetii;Type_III;Vertebrate
NP_820376.1;Coxiella burnetii;Type_III;Vertebrate
NP_820417.1;Coxiella burnetii;Type_III;Vertebrate
NP_820513.1;Coxiella burnetii;Type_III;Vertebrate
NP_820549.1;Coxiella burnetii;Type_III;Vertebrate
NP_820559.1;Coxiella burnetii;Type_III;Vertebrate
NP_820577.1;Coxiella burnetii;Type_III;Vertebrate
NP_820589.1;Coxiella burnetii;Type_III;Vertebrate
NP_820596.1;Coxiella burnetii;Type_III;Vertebrate
NP_820621.1;Coxiella burnetii;Type_III;Vertebrate
NP_820647.1;Coxiella burnetii;Type_III;Vertebrate
NP_820658.1;Coxiella burnetii;Type_III;Vertebrate
NP_820659.1;Coxiella burnetii;Type_III;Vertebrate
NP_820667.1;Coxiella burnetii;Type_III;Vertebrate
NP_820668.1;Coxiella burnetii;Type_III;Vertebrate
NP_820705.1;Coxiella burnetii;Type_III;Vertebrate
NP_820732.1;Coxiella burnetii;Type_III;Vertebrate
NP_820734.1;Coxiella burnetii;Type_III;Vertebrate
NP_820769.1;Coxiella burnetii;Type_III;Vertebrate
NP_820770.1;Coxiella burnetii;Type_III;Vertebrate
NP_820797.1;Coxiella burnetii;Type_III;Vertebrate
NP_820798.1;Coxiella burnetii;Type_III;Vertebrate
NP_820840.1;Coxiella burnetii;Type_III;Vertebrate
NP_820982.1;Coxiella burnetii;Type_III;Vertebrate
NP_820988.1;Coxiella burnetii;Type_III;Vertebrate
NP_821001.1;Coxiella burnetii;Type_III;Vertebrate
NP_821046.1;Coxiella burnetii;Type_III;Vertebrate
YP_094194.1;Legionella pneumophila;Type_III;Vertebrate
YP_094214.1;Legionella pneumophila;Type_III;Vertebrate
YP_094437.1;Legionella pneumophila;Type_III;Vertebrate
YP_095385.1;Legionella pneumophila;Type_III;Vertebrate
YP_095397.1;Legionella pneumophila;Type_III;Vertebrate
YP_095437.1;Legionella pneumophila;Type_III;Vertebrate
YP_095690.1;Legionella pneumophila;Type_III;Vertebrate
YP_095905.1;Legionella pneumophila;Type_III;Vertebrate
YP_095977.1;Legionella pneumophila;Type_III;Vertebrate
YP_096320.1;Legionella pneumophila;Type_III;Vertebrate
YP_096462.1;Legionella pneumophila;Type_III;Vertebrate
YP_096532.1;Legionella pneumophila;Type_III;Vertebrate
YP_096559.1;Legionella pneumophila;Type_III;Vertebrate
YP_096814.1;Legionella pneumophila;Type_III;Vertebrate
YP_096898.1;Legionella pneumophila;Type_III;Vertebrate
CAH11303.1;Legionella pneumophila;Type_III;Vertebrate
CAH11504.1;Legionella pneumophila;Type_III;Vertebrate
CAH12461.1;Legionella pneumophila;Type_III;Vertebrate
CAH12786.1;Legionella pneumophila;Type_III;Vertebrate
CAH12835.1;Legionella pneumophila;Type_III;Vertebrate
CAH13280.1;Legionella pneumophila;Type_III;Vertebrate
CAH13570.1;Legionella pneumophila;Type_III;Vertebrate
CAH13571.1;Legionella pneumophila;Type_III;Vertebrate
AAX74124.1;Brucella abortus;Type_III;Vertebrate
CAJ10235.1;Brucella abortus;Type_III;Vertebrate
CAJ10634.1;Brucella abortus;Type_III;Vertebrate
CAJ10668.1;Brucella abortus;Type_III;Vertebrate
CAJ10712.1;Brucella abortus;Type_III;Vertebrate
CAJ10803.1;Brucella abortus;Type_III;Vertebrate
CAJ11448.1;Brucella abortus;Type_III;Vertebrate
CAJ11627.1;Brucella abortus;Type_III;Vertebrate
CAJ11904.1;Brucella abortus;Type_III;Vertebrate
ABD44037.1;Anaplasma phagocytophilum;Type_III;Vertebrate
ABD44194.1;Anaplasma phagocytophilum;Type_III;Vertebrate
ABD45145.1;Ehrlichia chaffeensis;Type_III;Vertebrate
ABD45195.1;Ehrlichia chaffeensis;Type_III;Vertebrate
NP_223213.1;Helicobacter pylori;Type_III;Vertebrate
NP_207343.1;Helicobacter pylori;Type_III;Vertebrate
NP_539653.1;Brucella melitensis;Type_III;Vertebrate
NP_819070.1;Coxiella burnetii;Type_III;Vertebrate
NP_819096.1;Coxiella burnetii;Type_III;Vertebrate
NP_819125.1;Coxiella burnetii;Type_III;Vertebrate
NP_819130.1;Coxiella burnetii;Type_III;Vertebrate
NP_819221.1;Coxiella burnetii;Type_III;Vertebrate
NP_819338.1;Coxiella burnetii;Type_III;Vertebrate
NP_819448.1;Coxiella burnetii;Type_III;Vertebrate
NP_819463.1;Coxiella burnetii;Type_III;Vertebrate
NP_819484.1;Coxiella burnetii;Type_III;Vertebrate
NP_819665.1;Coxiella burnetii;Type_III;Vertebrate
NP_819802.1;Coxiella burnetii;Type_III;Vertebrate
NP_819814.1;Coxiella burnetii;Type_III;Vertebrate
NP_819821.1;Coxiella burnetii;Type_III;Vertebrate
NP_819899.1;Coxiella burnetii;Type_III;Vertebrate
NP_820208.1;Coxiella burnetii;Type_III;Vertebrate
NP_820212.1;Coxiella burnetii;Type_III;Vertebrate
NP_820409.1;Coxiella burnetii;Type_III;Vertebrate
NP_820440.1;Coxiella burnetii;Type_III;Vertebrate
NP_820443.1;Coxiella burnetii;Type_III;Vertebrate
NP_820526.1;Coxiella burnetii;Type_III;Vertebrate
NP_820539.1;Coxiella burnetii;Type_III;Vertebrate
NP_820552.1;Coxiella burnetii;Type_III;Vertebrate
NP_820618.1;Coxiella burnetii;Type_III;Vertebrate
NP_820731.1;Coxiella burnetii;Type_III;Vertebrate
NP_820749.1;Coxiella burnetii;Type_III;Vertebrate
NP_820802.1;Coxiella burnetii;Type_III;Vertebrate
NP_820804.1;Coxiella burnetii;Type_III;Vertebrate
NP_821023.1;Coxiella burnetii;Type_III;Vertebrate
NP_821048.1;Coxiella burnetii;Type_III;Vertebrate
NP_882282.1;Bordetella pertussis;Type_III;Vertebrate
YP_034062.1;Bartonella henselae;Type_III;Vertebrate
YP_034064.1;Bartonella henselae;Type_III;Vertebrate
YP_034065.1;Bartonella henselae;Type_III;Vertebrate
YP_034066.1;Bartonella henselae;Type_III;Vertebrate
YP_034067.1;Bartonella henselae;Type_III;Vertebrate
YP_034068.1;Bartonella henselae;Type_III;Vertebrate
YP_034069.1;Bartonella henselae;Type_III;Vertebrate
YP_094067.1;Legionella pneumophila;Type_III;Vertebrate
YP_094093.1;Legionella pneumophila;Type_III;Vertebrate
YP_094100.1;Legionella pneumophila;Type_III;Vertebrate
YP_094134.1;Legionella pneumophila;Type_III;Vertebrate
YP_094135.1;Legionella pneumophila;Type_III;Vertebrate
YP_094144.1;Legionella pneumophila;Type_III;Vertebrate
YP_094150.1;Legionella pneumophila;Type_III;Vertebrate
YP_094157.1;Legionella pneumophila;Type_III;Vertebrate
YP_094180.1;Legionella pneumophila;Type_III;Vertebrate
YP_094189.1;Legionella pneumophila;Type_III;Vertebrate
YP_094245.1;Legionella pneumophila;Type_III;Vertebrate
YP_094281.1;Legionella pneumophila;Type_III;Vertebrate
YP_094288.1;Legionella pneumophila;Type_III;Vertebrate
YP_094294.1;Legionella pneumophila;Type_III;Vertebrate
YP_094329.1;Legionella pneumophila;Type_III;Vertebrate
YP_094338.1;Legionella pneumophila;Type_III;Vertebrate
YP_094339.1;Legionella pneumophila;Type_III;Vertebrate
YP_094348.1;Legionella pneumophila;Type_III;Vertebrate
YP_094409.1;Legionella pneumophila;Type_III;Vertebrate
YP_094434.1;Legionella pneumophila;Type_III;Vertebrate
YP_094480.1;Legionella pneumophila;Type_III;Vertebrate
YP_094481.1;Legionella pneumophila;Type_III;Vertebrate
YP_094562.1;Legionella pneumophila;Type_III;Vertebrate
YP_094563.1;Legionella pneumophila;Type_III;Vertebrate
YP_094657.1;Legionella pneumophila;Type_III;Vertebrate
YP_094670.1;Legionella pneumophila;Type_III;Vertebrate
YP_094678.1;Legionella pneumophila;Type_III;Vertebrate
YP_094731.1;Legionella pneumophila;Type_III;Vertebrate
YP_094732.1;Legionella pneumophila;Type_III;Vertebrate
YP_094932.1;Legionella pneumophila;Type_III;Vertebrate
YP_094974.1;Legionella pneumophila;Type_III;Vertebrate
YP_094997.1;Legionella pneumophila;Type_III;Vertebrate
YP_095002.1;Legionella pneumophila;Type_III;Vertebrate
YP_095134.1;Legionella pneumophila;Type_III;Vertebrate
YP_095153.1;Legionella pneumophila;Type_III;Vertebrate
YP_095154.1;Legionella pneumophila;Type_III;Vertebrate
YP_095177.1;Legionella pneumophila;Type_III;Vertebrate
YP_095178.1;Legionella pneumophila;Type_III;Vertebrate
YP_095181.1;Legionella pneumophila;Type_III;Vertebrate
YP_095191.1;Legionella pneumophila;Type_III;Vertebrate
YP_095258.1;Legionella pneumophila;Type_III;Vertebrate
YP_095303.1;Legionella pneumophila;Type_III;Vertebrate
YP_095320.1;Legionella pneumophila;Type_III;Vertebrate
YP_095384.1;Legionella pneumophila;Type_III;Vertebrate
YP_095455.1;Legionella pneumophila;Type_III;Vertebrate
YP_095512.1;Legionella pneumophila;Type_III;Vertebrate
YP_095517.1;Legionella pneumophila;Type_III;Vertebrate
YP_095520.1;Legionella pneumophila;Type_III;Vertebrate
YP_095525.1;Legionella pneumophila;Type_III;Vertebrate
YP_095617.1;Legionella pneumophila;Type_III;Vertebrate
YP_095627.1;Legionella pneumophila;Type_III;Vertebrate
YP_095648.1;Legionella pneumophila;Type_III;Vertebrate
YP_095652.1;Legionella pneumophila;Type_III;Vertebrate
YP_095669.1;Legionella pneumophila;Type_III;Vertebrate
YP_095687.1;Legionella pneumophila;Type_III;Vertebrate
YP_095716.1;Legionella pneumophila;Type_III;Vertebrate
YP_095729.1;Legionella pneumophila;Type_III;Vertebrate
YP_095744.1;Legionella pneumophila;Type_III;Vertebrate
YP_095777.1;Legionella pneumophila;Type_III;Vertebrate
YP_095877.1;Legionella pneumophila;Type_III;Vertebrate
YP_095901.1;Legionella pneumophila;Type_III;Vertebrate
YP_095907.1;Legionella pneumophila;Type_III;Vertebrate
YP_095949.1;Legionella pneumophila;Type_III;Vertebrate
YP_095963.1;Legionella pneumophila;Type_III;Vertebrate
YP_095964.1;Legionella pneumophila;Type_III;Vertebrate
YP_095965.1;Legionella pneumophila;Type_III;Vertebrate
YP_095966.1;Legionella pneumophila;Type_III;Vertebrate
YP_095974.1;Legionella pneumophila;Type_III;Vertebrate
YP_095976.1;Legionella pneumophila;Type_III;Vertebrate
YP_095978.1;Legionella pneumophila;Type_III;Vertebrate
YP_095979.1;Legionella pneumophila;Type_III;Vertebrate
YP_095980.1;Legionella pneumophila;Type_III;Vertebrate
YP_095981.1;Legionella pneumophila;Type_III;Vertebrate
YP_095982.1;Legionella pneumophila;Type_III;Vertebrate
YP_095985.1;Legionella pneumophila;Type_III;Vertebrate
YP_096166.1;Legionella pneumophila;Type_III;Vertebrate
YP_096167.1;Legionella pneumophila;Type_III;Vertebrate
YP_096168.1;Legionella pneumophila;Type_III;Vertebrate
YP_096169.1;Legionella pneumophila;Type_III;Vertebrate
YP_096170.1;Legionella pneumophila;Type_III;Vertebrate
YP_096179.1;Legionella pneumophila;Type_III;Vertebrate
YP_096188.1;Legionella pneumophila;Type_III;Vertebrate
YP_096212.1;Legionella pneumophila;Type_III;Vertebrate
YP_096228.1;Legionella pneumophila;Type_III;Vertebrate
YP_096260.1;Legionella pneumophila;Type_III;Vertebrate
YP_096307.1;Legionella pneumophila;Type_III;Vertebrate
YP_096336.1;Legionella pneumophila;Type_III;Vertebrate
YP_096337.1;Legionella pneumophila;Type_III;Vertebrate
YP_096399.1;Legionella pneumophila;Type_III;Vertebrate
YP_096408.1;Legionella pneumophila;Type_III;Vertebrate
YP_096414.1;Legionella pneumophila;Type_III;Vertebrate
YP_096415.1;Legionella pneumophila;Type_III;Vertebrate
YP_096417.1;Legionella pneumophila;Type_III;Vertebrate
YP_096418.1;Legionella pneumophila;Type_III;Vertebrate
YP_096419.1;Legionella pneumophila;Type_III;Vertebrate
YP_096430.1;Legionella pneumophila;Type_III;Vertebrate
YP_096441.1;Legionella pneumophila;Type_III;Vertebrate
YP_096471.1;Legionella pneumophila;Type_III;Vertebrate
YP_096472.1;Legionella pneumophila;Type_III;Vertebrate
YP_096489.1;Legionella pneumophila;Type_III;Vertebrate
YP_096497.1;Legionella pneumophila;Type_III;Vertebrate
YP_096511.1;Legionella pneumophila;Type_III;Vertebrate
YP_096515.1;Legionella pneumophila;Type_III;Vertebrate
YP_096516.1;Legionella pneumophila;Type_III;Vertebrate
YP_096517.1;Legionella pneumophila;Type_III;Vertebrate
YP_096518.1;Legionella pneumophila;Type_III;Vertebrate
YP_096530.1;Legionella pneumophila;Type_III;Vertebrate
YP_096534.1;Legionella pneumophila;Type_III;Vertebrate
YP_096536.1;Legionella pneumophila;Type_III;Vertebrate
YP_096589.1;Legionella pneumophila;Type_III;Vertebrate
YP_096596.1;Legionella pneumophila;Type_III;Vertebrate
YP_096608.1;Legionella pneumophila;Type_III;Vertebrate
YP_096722.1;Legionella pneumophila;Type_III;Vertebrate
YP_096747.1;Legionella pneumophila;Type_III;Vertebrate
YP_096789.1;Legionella pneumophila;Type_III;Vertebrate
YP_096799.1;Legionella pneumophila;Type_III;Vertebrate
YP_096821.1;Legionella pneumophila;Type_III;Vertebrate
YP_096824.1;Legionella pneumophila;Type_III;Vertebrate
YP_096825.1;Legionella pneumophila;Type_III;Vertebrate
YP_096826.1;Legionella pneumophila;Type_III;Vertebrate
YP_096856.1;Legionella pneumophila;Type_III;Vertebrate
YP_096868.1;Legionella pneumophila;Type_III;Vertebrate
YP_126891.1;Legionella pneumophila;Type_III;Vertebrate
YP_127402.1;Legionella pneumophila;Type_III;Vertebrate
YP_127810.1;Legionella pneumophila;Type_III;Vertebrate
YP_124884.1;Legionella pneumophila;Type_III;Vertebrate
YP_153570.1;Anaplasma marginale;Type_III;Vertebrate
YP_153762.1;Anaplasma marginale;Type_III;Vertebrate
YP_153927.1;Anaplasma marginale;Type_III;Vertebrate
YP_154242.1;Anaplasma marginale;Type_III;Vertebrate
YP_414449.1;Brucella melitensis;Type_III;Vertebrate
YP_414462.1;Brucella melitensis;Type_III;Vertebrate
YP_414661.1;Brucella melitensis;Type_III;Vertebrate
YP_414665.1;Brucella melitensis;Type_III;Vertebrate
YP_415003.1;Brucella melitensis;Type_III;Vertebrate
YP_415338.1;Brucella melitensis;Type_III;Vertebrate
YP_418361.1;Brucella melitensis;Type_III;Vertebrate
YP_505436.1;Anaplasma phagocytophilum;Type_III;Vertebrate
YP_505319.1;Anaplasma phagocytophilum;Type_III;Vertebrate
YP_507621.1;Ehrlichia chaffeensis;Type_III;Vertebrate
YP_627265.1;Helicobacter pylori;Type_III;Vertebrate
YP_001424216.1;Coxiella burnetii;Type_III;Vertebrate
YP_001425340.1;Coxiella burnetii;Type_III;Vertebrate
YP_001423669.1;Coxiella burnetii;Type_III;Vertebrate
YP_001424652.1;Coxiella burnetii;Type_III;Vertebrate
YP_001424964.1;Coxiella burnetii;Type_III;Vertebrate
YP_001910294.1;Helicobacter pylori;Type_III;Vertebrate
YP_002266135.1;Helicobacter pylori;Type_III;Vertebrate
YP_001424477.2;Coxiella burnetii;Type_III;Vertebrate
YP_001425341.2;Coxiella burnetii;Type_III;Vertebrate
YP_002301189.1;Helicobacter pylori;Type_III;Vertebrate
YP_002302734.1;Coxiella burnetii;Type_III;Vertebrate
YP_002303330.1;Coxiella burnetii;Type_III;Vertebrate
YP_002303693.1;Coxiella burnetii;Type_III;Vertebrate
YP_002303928.1;Coxiella burnetii;Type_III;Vertebrate
YP_002304003.1;Coxiella burnetii;Type_III;Vertebrate
YP_002305058.1;Coxiella burnetii;Type_III;Vertebrate
YP_002305652.1;Coxiella burnetii;Type_III;Vertebrate
YP_002305730.1;Coxiella burnetii;Type_III;Vertebrate
YP_002306162.1;Coxiella burnetii;Type_III;Vertebrate
NP_819950.2;Coxiella burnetii;Type_III;Vertebrate
YP_002332980.1;Coxiella burnetii;Type_III;Vertebrate
NP_820305.2;Coxiella burnetii;Type_III;Vertebrate
YP_002333001.1;Coxiella burnetii;Type_III;Vertebrate
NP_821027.2;Coxiella burnetii;Type_III;Vertebrate
Q5QSZ9;Bartonella henselae;Type_III;Vertebrate
A0A0R4J737;Bartonella henselae;Type_III;Vertebrate
A0A0R4J6H0;Bartonella henselae;Type_III;Vertebrate
A0A0R4J6P7;Bartonella henselae;Type_III;Vertebrate
A0A0R4J7V3;Bartonella henselae;Type_III;Vertebrate
A0A0R4J835;Bartonella henselae;Type_III;Vertebrate
Q6G2A9;Bartonella henselae;Type_III;Vertebrate
I3QKD5;Bartonella henselae;Type_III;Vertebrate
I3QKE3;Bartonella henselae;Type_III;Vertebrate
I3QKE4;Bartonella henselae;Type_III;Vertebrate
P04977;Bordetella pertussis;Type_III;Vertebrate
P04979;Bordetella pertussis;Type_III;Vertebrate
P0A3R5;Bordetella pertussis;Type_III;Vertebrate
P55980;Helicobacter pylori;Type_III;Vertebrate
Q2GG12;Ehrlichia chaffeensis;Type_III;Vertebrate
Q5X443;Legionella pneumophila;Type_III;Vertebrate
Q5ZSM7;Legionella pneumophila;Type_III;Vertebrate
Q5ZSQ2;Legionella pneumophila;Type_III;Vertebrate
Q5ZV00;Legionella pneumophila;Type_III;Vertebrate
Q5ZYI2;Legionella pneumophila;Type_III;Vertebrate
YP_003077623.1;Escherichia coli;Type_III;Vertebrate
YP_003078466.1;Escherichia coli;Type_III;Vertebrate
YP_003079770.1;Escherichia coli;Type_III;Vertebrate
YP_003079771.1;Escherichia coli;Type_III;Vertebrate
YP_003080462.1;Escherichia coli;Type_III;Vertebrate
YP_003080474.1;Escherichia coli;Type_III;Vertebrate
YP_003080476.1;Escherichia coli;Type_III;Vertebrate
YP_003080501.1;Escherichia coli;Type_III;Vertebrate
YP_003223457.1;Escherichia coli;Type_III;Vertebrate
YP_003223469.1;Escherichia coli;Type_III;Vertebrate
YP_003223471.1;Escherichia coli;Type_III;Vertebrate
YP_003223478.1;Escherichia coli;Type_III;Vertebrate
YP_003223496.1;Escherichia coli;Type_III;Vertebrate
YP_003228218.1;Escherichia coli;Type_III;Vertebrate
YP_003232132.1;Escherichia coli;Type_III;Vertebrate
YP_003232150.1;Escherichia coli;Type_III;Vertebrate
YP_003232157.1;Escherichia coli;Type_III;Vertebrate
YP_003232159.1;Escherichia coli;Type_III;Vertebrate
YP_003232171.1;Escherichia coli;Type_III;Vertebrate
YP_003233582.1;Escherichia coli;Type_III;Vertebrate
YP_003236067.1;Escherichia coli;Type_III;Vertebrate
YP_003236070.1;Escherichia coli;Type_III;Vertebrate
YP_003236082.1;Escherichia coli;Type_III;Vertebrate
YP_003236084.1;Escherichia coli;Type_III;Vertebrate
YP_003236091.1;Escherichia coli;Type_III;Vertebrate
YP_003294925.1;Edwardsiella tarda;Type_III;Vertebrate
YP_003294926.1;Edwardsiella tarda;Type_III;Vertebrate
YP_003363979.1;Citrobacter rodentium;Type_III;Vertebrate
YP_003363980.1;Citrobacter rodentium;Type_III;Vertebrate
